Item ID,Item_Description,Category,Year_Month_Str,Actual,Baseline_Predicted,Method,GB_Predicted
S06-WBKEND-NRND,Wooden Bookend - Nature Round Corner,Home & Living,2025-09,9,0.0,"ARIMA(1,1,1)",9.2
S06-WBKEND-NRND,Wooden Bookend - Nature Round Corner,Home & Living,2025-10,1,1.9,"ARIMA(1,1,1)",1.2
S06-WBKEND-NRND,Wooden Bookend - Nature Round Corner,Home & Living,2025-12,2,0.0,"ARIMA(1,1,1)",2.9
S06-WBKEND-NSQR,Wooden Bookend - Nature Square Corner,Home & Living,2025-11,1,0.0,"ARIMA(1,1,1)",0.7
S06-WBKEND-NSQR,Wooden Bookend - Nature Square Corner,Home & Living,2025-12,3,0.0,"ARIMA(1,1,1)",3.5
S07-FSTNOT-ASST,Sticky Notes Freebie - Assorted,Stationery,2025-09,92,161.0,Naive,82.2
S07-FSTNOT-ASST,Sticky Notes Freebie - Assorted,Stationery,2025-10,113,92.0,Naive,110.6
S08-FOLDFL-LLGY,Foldable File Organizer - Large Light Gray,Organizers,2025-07,2,1.8,"ARIMA(1,1,1)",2.0
S08-FOLDFL-LLGY,Foldable File Organizer - Large Light Gray,Organizers,2025-09,6,2.0,"ARIMA(1,1,1)",5.5
S08-FOLDFL-LLGY,Foldable File Organizer - Large Light Gray,Organizers,2025-11,6,5.3,"ARIMA(1,1,1)",6.4
S08-FOLDFL-LLGY,Foldable File Organizer - Large Light Gray,Organizers,2026-01,17,6.2,"ARIMA(1,1,1)",17.4
S08-FOLDFL-LTRP,Foldable File Organizer - Large Transparent,Organizers,2025-07,2,2.2,"ARIMA(1,1,1)",1.9
S08-FOLDFL-LTRP,Foldable File Organizer - Large Transparent,Organizers,2025-08,12,1.6,"ARIMA(1,1,1)",10.3
S08-FOLDFL-LTRP,Foldable File Organizer - Large Transparent,Organizers,2025-09,2,6.6,"ARIMA(1,1,1)",2.0
S08-FOLDFL-LTRP,Foldable File Organizer - Large Transparent,Organizers,2025-12,1,2.2,"ARIMA(1,1,1)",0.8
S08-FOLDFL-LTRP,Foldable File Organizer - Large Transparent,Organizers,2026-01,1,1.7,"ARIMA(1,1,1)",1.5
S08-LDHAMP-DLDY,Laundry Hamper - Large Denim Laundry,Organizers,2025-08,1,0.0,"ARIMA(1,1,1)",1.1
S08-LDHAMP-LHPB,Laundry Hamper - Large Hippo Balloon,Organizers,2025-07,5,3.8,"ARIMA(1,1,1)",5.0
S08-LDHAMP-LHPB,Laundry Hamper - Large Hippo Balloon,Organizers,2025-08,3,3.9,"ARIMA(1,1,1)",3.0
S08-LDHAMP-LHPB,Laundry Hamper - Large Hippo Balloon,Organizers,2025-09,4,3.2,"ARIMA(1,1,1)",4.3
S08-LDHAMP-LHPB,Laundry Hamper - Large Hippo Balloon,Organizers,2025-10,3,3.3,"ARIMA(1,1,1)",3.2
S08-LDHAMP-LHPB,Laundry Hamper - Large Hippo Balloon,Organizers,2025-11,5,2.9,"ARIMA(1,1,1)",9.0
S08-LDHAMP-LHPB,Laundry Hamper - Large Hippo Balloon,Organizers,2025-12,4,3.2,"ARIMA(1,1,1)",10.4
S08-LDHAMP-LHPB,Laundry Hamper - Large Hippo Balloon,Organizers,2026-01,4,2.9,"ARIMA(1,1,1)",8.2
S08-LDHAMP-LOWL,Laundry Hamper - Large Owl,Organizers,2025-07,2,2.5,"ARIMA(1,1,1)",2.1
S08-LDHAMP-LOWL,Laundry Hamper - Large Owl,Organizers,2025-08,4,1.4,"ARIMA(1,1,1)",3.8
S08-LDHAMP-LOWL,Laundry Hamper - Large Owl,Organizers,2025-09,4,2.1,"ARIMA(1,1,1)",3.6
S08-LDHAMP-LOWL,Laundry Hamper - Large Owl,Organizers,2025-10,3,2.3,"ARIMA(1,1,1)",3.2
S08-LDHAMP-LOWL,Laundry Hamper - Large Owl,Organizers,2025-12,1,2.0,"ARIMA(1,1,1)",5.7
S08-LDHAMP-LPDN,Laundry Hamper - Large Pink Dinosaur,Organizers,2025-07,10,9.6,"ARIMA(1,1,1)",10.1
S08-LDHAMP-LPDN,Laundry Hamper - Large Pink Dinosaur,Organizers,2025-08,9,9.2,"ARIMA(1,1,1)",9.7
S08-LDHAMP-LPDN,Laundry Hamper - Large Pink Dinosaur,Organizers,2025-09,6,8.2,"ARIMA(1,1,1)",6.7
S08-LDHAMP-LPDN,Laundry Hamper - Large Pink Dinosaur,Organizers,2025-10,8,5.8,"ARIMA(1,1,1)",8.4
S08-LDHAMP-LPDN,Laundry Hamper - Large Pink Dinosaur,Organizers,2025-11,1,6.7,"ARIMA(1,1,1)",6.1
S08-LDHAMP-LPDN,Laundry Hamper - Large Pink Dinosaur,Organizers,2025-12,7,1.7,"ARIMA(1,1,1)",13.0
S08-LDHAMP-LPDN,Laundry Hamper - Large Pink Dinosaur,Organizers,2026-01,11,4.9,"ARIMA(1,1,1)",12.4
S08-WREPRP-CMON,Wire Protector - Cookie Monster,Electronics,2025-07,1,1.3,SMA(3),1.0
S08-WREPRP-CMON,Wire Protector - Cookie Monster,Electronics,2025-11,5,1.3,SMA(3),5.0
S08-WREPRP-CMON,Wire Protector - Cookie Monster,Electronics,2025-12,6,2.7,SMA(3),5.8
S09-WREPRP-MIN1,Wire Protector - Minion One eye,Electronics,2025-10,1,3.7,SMA(3),0.7
S09-WREPRP-MIN1,Wire Protector - Minion One eye,Electronics,2025-12,3,3.3,SMA(3),2.9
S09-WREPRP-MIN2,Wire Protector - Minion Two eyes,Electronics,2025-10,2,7.3,SMA(3),1.4
S09-WREPRP-MIN2,Wire Protector - Minion Two eyes,Electronics,2025-12,6,5.3,SMA(3),6.0
S10-FOLDFL-LTRN,Foldable File Organizer - Large Transparent No OPP,Organizers,2025-09,1,2.7,SMA(3),1.2
S10-LDHAMP-SCAT,Laundry Hamper - Small Cats,Organizers,2025-07,16,9.3,"ARIMA(1,1,1)",15.9
S10-LDHAMP-SCAT,Laundry Hamper - Small Cats,Organizers,2025-08,15,12.4,"ARIMA(1,1,1)",15.5
S10-LDHAMP-SCAT,Laundry Hamper - Small Cats,Organizers,2025-09,5,13.7,"ARIMA(1,1,1)",5.0
S10-LDHAMP-SDIN,Laundry Hamper - Small Dinosaurs,Organizers,2025-07,32,24.5,"ARIMA(1,1,1)",31.9
S10-LDHAMP-SDIN,Laundry Hamper - Small Dinosaurs,Organizers,2025-08,26,26.6,"ARIMA(1,1,1)",24.6
S10-LDHAMP-SDIN,Laundry Hamper - Small Dinosaurs,Organizers,2025-09,3,29.7,"ARIMA(1,1,1)",3.4
S10-LDHAMP-SDIN,Laundry Hamper - Small Dinosaurs,Organizers,2025-10,1,13.5,"ARIMA(1,1,1)",3.9
S10-LDHAMP-SDIN,Laundry Hamper - Small Dinosaurs,Organizers,2025-11,10,0.0,"ARIMA(1,1,1)",17.1
S10-LDHAMP-SDIN,Laundry Hamper - Small Dinosaurs,Organizers,2025-12,16,4.2,"ARIMA(1,1,1)",16.3
S10-LDHAMP-SDIN,Laundry Hamper - Small Dinosaurs,Organizers,2026-01,22,12.9,"ARIMA(1,1,1)",24.6
S10-TRVLAD-BLCK,Multifunctional Travel Adapter - Black,Travel,2025-07,1,1.4,"ARIMA(1,1,1)",1.0
S10-TRVLAD-BLCK,Multifunctional Travel Adapter - Black,Travel,2025-08,2,1.2,"ARIMA(1,1,1)",1.9
S10-TRVLAD-BLCK,Multifunctional Travel Adapter - Black,Travel,2025-10,1,1.8,"ARIMA(1,1,1)",1.0
S10-TRVLAD-BLCK,Multifunctional Travel Adapter - Black,Travel,2025-11,2,1.2,"ARIMA(1,1,1)",1.9
S10-TRVLAD-BLCK,Multifunctional Travel Adapter - Black,Travel,2025-12,2,1.8,"ARIMA(1,1,1)",1.9
S10-TRVLAD-BLCK,Multifunctional Travel Adapter - Black,Travel,2026-01,5,1.9,"ARIMA(1,1,1)",5.8
S10-TRVLAD-WHTE,Multifunctional Travel Adapter - White,Travel,2025-09,4,2.3,SMA(3),3.8
S10-TRVLAD-WHTE,Multifunctional Travel Adapter - White,Travel,2025-10,1,3.0,SMA(3),1.0
S10-TRVLAD-WHTE,Multifunctional Travel Adapter - White,Travel,2025-11,2,2.0,SMA(3),1.8
S10-TRVLAD-WHTE,Multifunctional Travel Adapter - White,Travel,2025-12,1,2.3,SMA(3),0.5
S10-TRVLAD-WHTE,Multifunctional Travel Adapter - White,Travel,2026-01,1,1.3,SMA(3),1.0
S10-WREPRP-BTRF,Wire Protector - Batman Round Face,Electronics,2025-12,2,4.0,SMA(3),1.7
S10-WREPRP-IRRF,Wire Protector - Ironman Round Face,Electronics,2025-12,1,4.3,SMA(3),0.9
S11-DIACO1-RGRY,Diatomite Coaster Design 1 - Hard - Round Gray,Home & Living,2025-07,150,43.9,"ARIMA(1,1,1)",135.0
S11-DIACO1-RGRY,Diatomite Coaster Design 1 - Hard - Round Gray,Home & Living,2025-08,42,143.5,"ARIMA(1,1,1)",35.1
S11-DIACO1-RGRY,Diatomite Coaster Design 1 - Hard - Round Gray,Home & Living,2025-09,44,34.9,"ARIMA(1,1,1)",47.1
S11-DIACO1-RGRY,Diatomite Coaster Design 1 - Hard - Round Gray,Home & Living,2025-10,67,35.6,"ARIMA(1,1,1)",73.0
S11-DIACO1-RGRY,Diatomite Coaster Design 1 - Hard - Round Gray,Home & Living,2025-11,316,45.2,"ARIMA(1,1,1)",296.0
S11-DIACO1-RGRY,Diatomite Coaster Design 1 - Hard - Round Gray,Home & Living,2025-12,22,181.5,"ARIMA(1,1,1)",41.7
S11-DIACO1-RLBL,Diatomite Coaster Design 1 - Hard - Round Light Blue,Home & Living,2025-07,131,18.5,"ARIMA(1,1,1)",127.0
S11-DIACO1-RLBL,Diatomite Coaster Design 1 - Hard - Round Light Blue,Home & Living,2025-08,17,52.9,"ARIMA(1,1,1)",22.4
S11-DIACO1-RLBL,Diatomite Coaster Design 1 - Hard - Round Light Blue,Home & Living,2025-09,13,83.5,"ARIMA(1,1,1)",11.2
S11-DIACO1-RLBL,Diatomite Coaster Design 1 - Hard - Round Light Blue,Home & Living,2025-10,16,24.3,"ARIMA(1,1,1)",15.2
S11-DIACO1-RLBL,Diatomite Coaster Design 1 - Hard - Round Light Blue,Home & Living,2025-11,181,24.2,"ARIMA(1,1,1)",144.7
S11-DIACO1-RLBL,Diatomite Coaster Design 1 - Hard - Round Light Blue,Home & Living,2025-12,10,49.2,"ARIMA(1,1,1)",10.2
S11-DIACO1-RLGN,Diatomite Coaster Design 1 - Hard - Round Light Green,Home & Living,2025-07,64,9.9,"ARIMA(1,1,1)",66.2
S11-DIACO1-RLGN,Diatomite Coaster Design 1 - Hard - Round Light Green,Home & Living,2025-08,12,18.9,"ARIMA(1,1,1)",12.5
S11-DIACO1-RLGN,Diatomite Coaster Design 1 - Hard - Round Light Green,Home & Living,2025-09,28,31.0,"ARIMA(1,1,1)",26.3
S11-DIACO1-RLGN,Diatomite Coaster Design 1 - Hard - Round Light Green,Home & Living,2025-10,41,25.3,"ARIMA(1,1,1)",43.3
S11-DIACO1-RLGN,Diatomite Coaster Design 1 - Hard - Round Light Green,Home & Living,2025-11,149,29.3,"ARIMA(1,1,1)",155.5
S11-DIACO1-RLGN,Diatomite Coaster Design 1 - Hard - Round Light Green,Home & Living,2025-12,14,66.3,"ARIMA(1,1,1)",17.3
S11-DIACO1-RPNK,Diatomite Coaster Design 1 - Hard - Round Pink,Home & Living,2025-07,24,29.9,"ARIMA(1,1,1)",22.4
S11-DIACO1-RPNK,Diatomite Coaster Design 1 - Hard - Round Pink,Home & Living,2025-08,23,25.8,"ARIMA(1,1,1)",23.3
S11-DIACO1-RPNK,Diatomite Coaster Design 1 - Hard - Round Pink,Home & Living,2025-09,4,23.6,"ARIMA(1,1,1)",4.2
S11-DIACO1-RWHT,Diatomite Coaster Design 1 - Hard - Round White,Home & Living,2025-07,50,25.7,"ARIMA(1,1,1)",51.6
S11-DIACO1-RWHT,Diatomite Coaster Design 1 - Hard - Round White,Home & Living,2025-08,8,40.8,"ARIMA(1,1,1)",8.7
S11-DIACO1-RWHT,Diatomite Coaster Design 1 - Hard - Round White,Home & Living,2025-09,6,30.4,"ARIMA(1,1,1)",6.3
S11-DPCTWL-BDYA,Disposable Compressed Towel - Body Brand A (mengzhiling),Beauty & Fashion,2025-08,2,6.6,"ARIMA(1,1,1)",2.1
S11-DPCTWL-BDYA,Disposable Compressed Towel - Body Brand A (mengzhiling),Beauty & Fashion,2025-09,2,3.7,"ARIMA(1,1,1)",2.2
S11-DPCTWL-BDYA,Disposable Compressed Towel - Body Brand A (mengzhiling),Beauty & Fashion,2025-10,1,3.3,"ARIMA(1,1,1)",0.4
S11-DPCTWL-BDYA,Disposable Compressed Towel - Body Brand A (mengzhiling),Beauty & Fashion,2025-11,3,2.5,"ARIMA(1,1,1)",2.8
S11-DPCTWL-BDYC,Disposable Compressed Towel - Body Brand C (minaier),Beauty & Fashion,2025-09,5,1.2,"ARIMA(1,1,1)",6.3
S11-DPCTWL-FCEA,Disposable Compressed Towel - Face Brand A (yifuyan),Beauty & Fashion,2025-09,4,3.9,"ARIMA(1,1,1)",3.9
S11-DPCTWL-FCEA,Disposable Compressed Towel - Face Brand A (yifuyan),Beauty & Fashion,2025-12,1,3.7,"ARIMA(1,1,1)",0.6
S11-DPCTWL-FCEA,Disposable Compressed Towel - Face Brand A (yifuyan),Beauty & Fashion,2026-01,3,3.4,"ARIMA(1,1,1)",3.3
S11-FABORG-BWCH,Fabric Foldable Rectangle Organizer - Black White Checkered,Organizers,2025-07,8,10.9,"ARIMA(1,1,1)",8.5
S11-FABORG-BWCH,Fabric Foldable Rectangle Organizer - Black White Checkered,Organizers,2025-08,28,7.3,"ARIMA(1,1,1)",24.7
S11-FABORG-BWCH,Fabric Foldable Rectangle Organizer - Black White Checkered,Organizers,2025-09,27,15.1,"ARIMA(1,1,1)",27.9
S11-FABORG-BWCH,Fabric Foldable Rectangle Organizer - Black White Checkered,Organizers,2025-10,16,17.9,"ARIMA(1,1,1)",16.7
S11-FABORG-BWCH,Fabric Foldable Rectangle Organizer - Black White Checkered,Organizers,2025-11,30,13.7,"ARIMA(1,1,1)",30.8
S11-FABORG-BWCH,Fabric Foldable Rectangle Organizer - Black White Checkered,Organizers,2025-12,4,20.5,"ARIMA(1,1,1)",3.3
S11-FABORG-GNWA,Fabric Foldable Rectangle Organizer - Green White Chevron,Organizers,2025-07,12,5.6,"ARIMA(1,1,1)",12.0
S11-FABORG-GNWA,Fabric Foldable Rectangle Organizer - Green White Chevron,Organizers,2025-08,3,8.1,"ARIMA(1,1,1)",2.3
S11-FABORG-GNWA,Fabric Foldable Rectangle Organizer - Green White Chevron,Organizers,2025-09,7,9.4,"ARIMA(1,1,1)",6.9
S11-FABORG-GNWA,Fabric Foldable Rectangle Organizer - Green White Chevron,Organizers,2025-10,17,7.0,"ARIMA(1,1,1)",16.3
S11-FABORG-GNWA,Fabric Foldable Rectangle Organizer - Green White Chevron,Organizers,2025-11,9,7.8,"ARIMA(1,1,1)",9.6
S11-FABORG-GNWA,Fabric Foldable Rectangle Organizer - Green White Chevron,Organizers,2025-12,40,10.7,"ARIMA(1,1,1)",38.8
S11-FABORG-GWCH,Fabric Foldable Rectangle Organizer - Gray White Checkered,Organizers,2025-07,1,9.2,"ARIMA(1,1,1)",1.1
S11-FABORG-GWCH,Fabric Foldable Rectangle Organizer - Gray White Checkered,Organizers,2025-08,12,10.1,"ARIMA(1,1,1)",13.4
S11-FABORG-GWCH,Fabric Foldable Rectangle Organizer - Gray White Checkered,Organizers,2025-09,18,6.2,"ARIMA(1,1,1)",14.9
S11-FABORG-GWCH,Fabric Foldable Rectangle Organizer - Gray White Checkered,Organizers,2025-10,16,13.0,"ARIMA(1,1,1)",15.3
S11-FABORG-GWCH,Fabric Foldable Rectangle Organizer - Gray White Checkered,Organizers,2025-11,9,16.6,"ARIMA(1,1,1)",8.7
S11-FABORG-GWCH,Fabric Foldable Rectangle Organizer - Gray White Checkered,Organizers,2025-12,45,13.8,"ARIMA(1,1,1)",44.2
S11-FABORG-GWCH,Fabric Foldable Rectangle Organizer - Gray White Checkered,Organizers,2026-01,3,17.9,"ARIMA(1,1,1)",1.9
S11-FABORG-GYWA,Fabric Foldable Rectangle Organizer - Gray White Chevron,Organizers,2025-08,27,11.7,"ARIMA(1,1,1)",29.8
S11-FABORG-GYWA,Fabric Foldable Rectangle Organizer - Gray White Chevron,Organizers,2025-09,5,17.6,"ARIMA(1,1,1)",4.4
S11-FABORG-GYWA,Fabric Foldable Rectangle Organizer - Gray White Chevron,Organizers,2025-10,19,9.1,"ARIMA(1,1,1)",18.2
S11-FABORG-GYWA,Fabric Foldable Rectangle Organizer - Gray White Chevron,Organizers,2025-11,24,15.8,"ARIMA(1,1,1)",25.2
S11-FABORG-GYWA,Fabric Foldable Rectangle Organizer - Gray White Chevron,Organizers,2025-12,82,15.3,"ARIMA(1,1,1)",74.3
S11-FABORG-GYWA,Fabric Foldable Rectangle Organizer - Gray White Chevron,Organizers,2026-01,3,61.6,"ARIMA(1,1,1)",2.2
S11-FABORG-PPOB,Fabric Foldable Rectangle Organizer - Pink Polar Bears,Organizers,2025-07,4,1.0,"ARIMA(1,1,1)",3.9
S11-FABORG-PPOB,Fabric Foldable Rectangle Organizer - Pink Polar Bears,Organizers,2025-09,3,2.5,"ARIMA(1,1,1)",3.2
S11-FABORG-PPOB,Fabric Foldable Rectangle Organizer - Pink Polar Bears,Organizers,2025-10,3,2.8,"ARIMA(1,1,1)",2.9
S11-FABORG-PPOB,Fabric Foldable Rectangle Organizer - Pink Polar Bears,Organizers,2025-11,4,2.8,"ARIMA(1,1,1)",3.8
S11-FABORG-PPOB,Fabric Foldable Rectangle Organizer - Pink Polar Bears,Organizers,2025-12,20,2.8,"ARIMA(1,1,1)",20.3
S11-FABORG-WBCH,Fabric Foldable Rectangle Organizer - White Black Checkered,Organizers,2025-07,2,10.7,"ARIMA(1,1,1)",3.6
S11-FABORG-WBCH,Fabric Foldable Rectangle Organizer - White Black Checkered,Organizers,2025-08,7,5.7,"ARIMA(1,1,1)",7.4
S11-FABORG-WBCH,Fabric Foldable Rectangle Organizer - White Black Checkered,Organizers,2025-09,25,5.7,"ARIMA(1,1,1)",24.3
S11-FABORG-WBCH,Fabric Foldable Rectangle Organizer - White Black Checkered,Organizers,2025-10,19,9.2,"ARIMA(1,1,1)",16.4
S11-FABORG-WBCH,Fabric Foldable Rectangle Organizer - White Black Checkered,Organizers,2025-11,21,15.2,"ARIMA(1,1,1)",21.5
S11-FABORG-WBCH,Fabric Foldable Rectangle Organizer - White Black Checkered,Organizers,2025-12,47,18.2,"ARIMA(1,1,1)",44.6
S11-FABORG-WBCH,Fabric Foldable Rectangle Organizer - White Black Checkered,Organizers,2026-01,3,32.4,"ARIMA(1,1,1)",1.8
S11-FABORG-WTRE,Fabric Foldable Rectangle Organizer - White Trees,Organizers,2025-07,1,3.3,"ARIMA(1,1,1)",1.0
S11-FABORG-WTRE,Fabric Foldable Rectangle Organizer - White Trees,Organizers,2025-08,2,3.4,"ARIMA(1,1,1)",2.1
S11-FABORG-WTRE,Fabric Foldable Rectangle Organizer - White Trees,Organizers,2025-09,2,3.0,"ARIMA(1,1,1)",2.1
S11-FABORG-WTRE,Fabric Foldable Rectangle Organizer - White Trees,Organizers,2025-10,10,2.7,"ARIMA(1,1,1)",9.3
S11-FABORG-WTRE,Fabric Foldable Rectangle Organizer - White Trees,Organizers,2025-11,3,2.5,"ARIMA(1,1,1)",2.7
S11-FABORG-WTRE,Fabric Foldable Rectangle Organizer - White Trees,Organizers,2025-12,14,3.4,"ARIMA(1,1,1)",14.5
S11-FABORG-WTRE,Fabric Foldable Rectangle Organizer - White Trees,Organizers,2026-01,6,3.1,"ARIMA(1,1,1)",4.6
S11-FABORG-WWHA,Fabric Foldable Rectangle Organizer - White Whales,Organizers,2025-07,5,1.2,"ARIMA(1,1,1)",5.5
S11-FABORG-WWHA,Fabric Foldable Rectangle Organizer - White Whales,Organizers,2025-08,5,2.5,"ARIMA(1,1,1)",4.8
S11-FABORG-WWHA,Fabric Foldable Rectangle Organizer - White Whales,Organizers,2025-09,1,2.7,"ARIMA(1,1,1)",1.0
S11-FABORG-WWHA,Fabric Foldable Rectangle Organizer - White Whales,Organizers,2025-10,2,0.8,"ARIMA(1,1,1)",2.1
S11-FABORG-WWHA,Fabric Foldable Rectangle Organizer - White Whales,Organizers,2025-11,3,1.1,"ARIMA(1,1,1)",3.1
S11-FABORG-WWHA,Fabric Foldable Rectangle Organizer - White Whales,Organizers,2025-12,14,1.4,"ARIMA(1,1,1)",14.6
S11-FABORG-WWHA,Fabric Foldable Rectangle Organizer - White Whales,Organizers,2026-01,2,7.2,"ARIMA(1,1,1)",1.5
S11-FABORG-YWDI,Fabric Foldable Rectangle Organizer - Yellow White Diamond,Organizers,2025-07,4,3.1,"ARIMA(1,1,1)",3.7
S11-FABORG-YWDI,Fabric Foldable Rectangle Organizer - Yellow White Diamond,Organizers,2025-08,4,4.3,"ARIMA(1,1,1)",4.2
S11-FABORG-YWDI,Fabric Foldable Rectangle Organizer - Yellow White Diamond,Organizers,2025-09,4,4.4,"ARIMA(1,1,1)",3.4
S11-FABORG-YWDI,Fabric Foldable Rectangle Organizer - Yellow White Diamond,Organizers,2025-10,10,4.4,"ARIMA(1,1,1)",9.6
S11-FABORG-YWDI,Fabric Foldable Rectangle Organizer - Yellow White Diamond,Organizers,2025-11,32,7.2,"ARIMA(1,1,1)",33.0
S11-FABORG-YWDI,Fabric Foldable Rectangle Organizer - Yellow White Diamond,Organizers,2025-12,55,34.4,"ARIMA(1,1,1)",52.3
S11-LDHAMP-MCGR,Laundry Hamper - Medium Colorful Graffiti,Organizers,2025-07,9,5.6,"ARIMA(1,1,1)",8.6
S11-LDHAMP-MCGR,Laundry Hamper - Medium Colorful Graffiti,Organizers,2025-08,23,5.2,"ARIMA(1,1,1)",19.6
S11-LDHAMP-MCGR,Laundry Hamper - Medium Colorful Graffiti,Organizers,2025-09,10,7.8,"ARIMA(1,1,1)",10.2
S11-LDHAMP-MCGR,Laundry Hamper - Medium Colorful Graffiti,Organizers,2025-10,16,6.2,"ARIMA(1,1,1)",17.7
S11-LDHAMP-MCGR,Laundry Hamper - Medium Colorful Graffiti,Organizers,2025-11,10,11.9,"ARIMA(1,1,1)",10.3
S11-LDHAMP-MCGR,Laundry Hamper - Medium Colorful Graffiti,Organizers,2025-12,16,11.6,"ARIMA(1,1,1)",16.4
S11-LDHAMP-MCGR,Laundry Hamper - Medium Colorful Graffiti,Organizers,2026-01,21,11.7,"ARIMA(1,1,1)",23.5
S11-LDHAMP-MGBY,Laundry Hamper - Medium Gray Bunny,Organizers,2025-07,6,15.3,"ARIMA(1,1,1)",6.0
S11-LDHAMP-MGBY,Laundry Hamper - Medium Gray Bunny,Organizers,2025-08,21,9.3,"ARIMA(1,1,1)",19.8
S11-LDHAMP-MGBY,Laundry Hamper - Medium Gray Bunny,Organizers,2025-09,15,13.7,"ARIMA(1,1,1)",15.8
S11-LDHAMP-MGBY,Laundry Hamper - Medium Gray Bunny,Organizers,2025-10,11,13.2,"ARIMA(1,1,1)",11.7
S11-LDHAMP-MGBY,Laundry Hamper - Medium Gray Bunny,Organizers,2025-11,16,11.7,"ARIMA(1,1,1)",16.5
S11-LDHAMP-MGBY,Laundry Hamper - Medium Gray Bunny,Organizers,2025-12,22,12.6,"ARIMA(1,1,1)",23.8
S11-LDHAMP-MGBY,Laundry Hamper - Medium Gray Bunny,Organizers,2026-01,26,15.0,"ARIMA(1,1,1)",25.3
S11-LDHAMP-MNCT,Laundry Hamper - Medium Navy Cats,Organizers,2025-07,6,4.8,"ARIMA(1,1,1)",6.1
S11-LDHAMP-MNCT,Laundry Hamper - Medium Navy Cats,Organizers,2025-08,8,5.2,"ARIMA(1,1,1)",8.0
S11-LDHAMP-MNCT,Laundry Hamper - Medium Navy Cats,Organizers,2025-09,11,5.7,"ARIMA(1,1,1)",10.7
S11-LDHAMP-MNCT,Laundry Hamper - Medium Navy Cats,Organizers,2025-10,9,7.5,"ARIMA(1,1,1)",10.0
S11-LDHAMP-MNCT,Laundry Hamper - Medium Navy Cats,Organizers,2025-11,7,8.5,"ARIMA(1,1,1)",7.0
S11-LDHAMP-MNCT,Laundry Hamper - Medium Navy Cats,Organizers,2025-12,3,7.8,"ARIMA(1,1,1)",2.7
S11-LDHAMP-MNCT,Laundry Hamper - Medium Navy Cats,Organizers,2026-01,8,5.8,"ARIMA(1,1,1)",8.8
S11-LDHAMP-MRSY,Laundry Hamper - Medium Red Strawberry,Organizers,2025-07,8,5.4,"ARIMA(1,1,1)",8.4
S11-LDHAMP-MRSY,Laundry Hamper - Medium Red Strawberry,Organizers,2025-08,9,6.0,"ARIMA(1,1,1)",9.2
S11-LDHAMP-MRSY,Laundry Hamper - Medium Red Strawberry,Organizers,2025-09,5,6.8,"ARIMA(1,1,1)",5.4
S11-LDHAMP-MRSY,Laundry Hamper - Medium Red Strawberry,Organizers,2025-10,7,6.3,"ARIMA(1,1,1)",7.4
S11-LDHAMP-MRSY,Laundry Hamper - Medium Red Strawberry,Organizers,2025-11,4,6.4,"ARIMA(1,1,1)",4.6
S11-LDHAMP-MRSY,Laundry Hamper - Medium Red Strawberry,Organizers,2025-12,8,5.7,"ARIMA(1,1,1)",7.5
S11-LDHAMP-MRSY,Laundry Hamper - Medium Red Strawberry,Organizers,2026-01,11,6.0,"ARIMA(1,1,1)",9.5
S11-SQTOIL-BLCK,Square Toiletry Organizer - Black,Organizers,2025-07,4,3.4,"ARIMA(1,1,1)",3.2
S11-SQTOIL-BLCK,Square Toiletry Organizer - Black,Organizers,2025-08,3,1.2,"ARIMA(1,1,1)",2.8
S11-SQTOIL-BLCK,Square Toiletry Organizer - Black,Organizers,2025-09,16,0.2,"ARIMA(1,1,1)",24.2
S11-SQTOIL-BLCK,Square Toiletry Organizer - Black,Organizers,2025-10,5,8.3,"ARIMA(1,1,1)",3.7
S11-SQTOIL-BLCK,Square Toiletry Organizer - Black,Organizers,2025-11,8,3.4,"ARIMA(1,1,1)",6.3
S11-SQTOIL-BLCK,Square Toiletry Organizer - Black,Organizers,2025-12,7,4.6,"ARIMA(1,1,1)",6.1
S11-SQTOIL-BLCK,Square Toiletry Organizer - Black,Organizers,2026-01,6,4.2,"ARIMA(1,1,1)",9.4
S11-SQTOIL-GRAY,Square Toiletry Organizer - Gray,Organizers,2025-07,5,12.8,"ARIMA(1,1,1)",5.4
S11-SQTOIL-GRAY,Square Toiletry Organizer - Gray,Organizers,2025-08,4,10.9,"ARIMA(1,1,1)",3.8
S11-SQTOIL-GRAY,Square Toiletry Organizer - Gray,Organizers,2025-09,5,8.8,"ARIMA(1,1,1)",5.8
S11-SQTOIL-GRAY,Square Toiletry Organizer - Gray,Organizers,2025-10,3,7.3,"ARIMA(1,1,1)",1.8
S11-SQTOIL-GRAY,Square Toiletry Organizer - Gray,Organizers,2025-11,4,5.4,"ARIMA(1,1,1)",21.6
S11-SQTOIL-GRAY,Square Toiletry Organizer - Gray,Organizers,2025-12,1,4.1,"ARIMA(1,1,1)",0.0
S11-SQTOIL-GRAY,Square Toiletry Organizer - Gray,Organizers,2026-01,2,2.1,"ARIMA(1,1,1)",1.4
S11-SQTOIL-NAVY,Square Toiletry Organizer - Navy,Organizers,2025-09,5,0.0,"ARIMA(1,1,1)",6.4
S11-SQTOIL-NAVY,Square Toiletry Organizer - Navy,Organizers,2025-10,4,1.2,"ARIMA(1,1,1)",3.2
S11-SQTOIL-NAVY,Square Toiletry Organizer - Navy,Organizers,2025-11,5,0.2,"ARIMA(1,1,1)",5.3
