Item ID,Item_Description,Category,Year_Month_Str,Actual,Baseline_Predicted,Method,GB_Predicted
S01-LDHAMP-LLIO,Laundry Hamper - Large Lion,Organizers,2025-07,3,0.9,"ARIMA(1,1,1)",3.4
S01-LDHAMP-LLIO,Laundry Hamper - Large Lion,Organizers,2025-08,1,1.1,"ARIMA(1,1,1)",1.0
S01-LDHAMP-LLIO,Laundry Hamper - Large Lion,Organizers,2025-09,2,0.3,"ARIMA(1,1,1)",3.2
S01-LDHAMP-LLIO,Laundry Hamper - Large Lion,Organizers,2025-10,3,0.1,"ARIMA(1,1,1)",4.2
S01-LDHAMP-LLIO,Laundry Hamper - Large Lion,Organizers,2025-11,1,0.5,"ARIMA(1,1,1)",0.9
S01-LDHAMP-LLIO,Laundry Hamper - Large Lion,Organizers,2025-12,1,0.0,"ARIMA(1,1,1)",7.1
S01-LDHAMP-LLIO,Laundry Hamper - Large Lion,Organizers,2026-01,5,0.0,"ARIMA(1,1,1)",13.0
S02-FOLDFL-LWHT,Foldable File Organizer - Large White,Organizers,2025-07,1,0.0,"ARIMA(1,1,1)",0.5
S02-FOLDFL-LWHT,Foldable File Organizer - Large White,Organizers,2025-08,3,0.0,"ARIMA(1,1,1)",3.0
S02-FOLDFL-LWHT,Foldable File Organizer - Large White,Organizers,2025-12,10,0.0,"ARIMA(1,1,1)",10.3
S02-FOLDFL-LWHT,Foldable File Organizer - Large White,Organizers,2026-01,2,1.8,"ARIMA(1,1,1)",3.5
S02-LDHAMP-LCAT,Laundry Hamper - Large Cat,Organizers,2025-07,4,12.6,"ARIMA(1,1,1)",4.7
S02-LDHAMP-LCAT,Laundry Hamper - Large Cat,Organizers,2025-08,1,9.0,"ARIMA(1,1,1)",0.0
S02-LDHAMP-LDNO,Laundry Hamper - Large Dinosaur,Organizers,2025-07,1,0.2,"ARIMA(1,1,1)",2.3
S02-LDHAMP-LDNO,Laundry Hamper - Large Dinosaur,Organizers,2025-08,4,0.0,"ARIMA(1,1,1)",4.3
S02-LDHAMP-LDNO,Laundry Hamper - Large Dinosaur,Organizers,2025-09,4,1.8,"ARIMA(1,1,1)",6.3
S02-LDHAMP-LDNO,Laundry Hamper - Large Dinosaur,Organizers,2025-11,5,2.2,"ARIMA(1,1,1)",5.9
S02-LDHAMP-LDNO,Laundry Hamper - Large Dinosaur,Organizers,2025-12,3,3.2,"ARIMA(1,1,1)",2.5
S02-LDHAMP-LDNO,Laundry Hamper - Large Dinosaur,Organizers,2026-01,2,1.8,"ARIMA(1,1,1)",6.1
S02-LDHAMP-MWDY,Laundry Hamper - Medium Washday,Organizers,2025-07,4,2.3,"ARIMA(1,1,1)",3.7
S02-LDHAMP-MWDY,Laundry Hamper - Medium Washday,Organizers,2025-08,6,2.7,"ARIMA(1,1,1)",5.6
S02-LDHAMP-MWDY,Laundry Hamper - Medium Washday,Organizers,2025-09,4,3.3,"ARIMA(1,1,1)",3.8
S02-LDHAMP-MWDY,Laundry Hamper - Medium Washday,Organizers,2025-10,4,2.7,"ARIMA(1,1,1)",3.5
S02-LDHAMP-MWDY,Laundry Hamper - Medium Washday,Organizers,2025-11,4,2.6,"ARIMA(1,1,1)",3.5
S02-LDHAMP-MWDY,Laundry Hamper - Medium Washday,Organizers,2025-12,11,2.5,"ARIMA(1,1,1)",10.4
S02-LDHAMP-MWDY,Laundry Hamper - Medium Washday,Organizers,2026-01,2,5.1,"ARIMA(1,1,1)",1.7
S02-TOILOR-BLAK,Travel Toiletry Organizer - Black,Organizers,2025-07,24,75.5,"ARIMA(1,1,1)",23.4
S02-TOILOR-BLAK,Travel Toiletry Organizer - Black,Organizers,2025-08,15,34.5,"ARIMA(1,1,1)",14.0
S02-TOILOR-BLAK,Travel Toiletry Organizer - Black,Organizers,2025-09,16,15.4,"ARIMA(1,1,1)",15.5
S02-TOILOR-BLAK,Travel Toiletry Organizer - Black,Organizers,2025-10,13,16.6,"ARIMA(1,1,1)",10.6
S02-TOILOR-BLAK,Travel Toiletry Organizer - Black,Organizers,2025-11,17,14.1,"ARIMA(1,1,1)",11.7
S02-TOILOR-BLAK,Travel Toiletry Organizer - Black,Organizers,2025-12,32,16.9,"ARIMA(1,1,1)",32.6
S02-TOILOR-BLAK,Travel Toiletry Organizer - Black,Organizers,2026-01,11,30.9,"ARIMA(1,1,1)",11.2
S02-TOILOR-GRAY,Travel Toiletry Organizer - Gray,Organizers,2025-07,35,51.5,"ARIMA(1,1,1)",32.3
S02-TOILOR-GRAY,Travel Toiletry Organizer - Gray,Organizers,2025-08,24,34.7,"ARIMA(1,1,1)",23.2
S02-TOILOR-GRAY,Travel Toiletry Organizer - Gray,Organizers,2025-09,25,22.8,"ARIMA(1,1,1)",26.4
S02-TOILOR-GRAY,Travel Toiletry Organizer - Gray,Organizers,2025-10,23,26.6,"ARIMA(1,1,1)",22.6
S02-TOILOR-GRAY,Travel Toiletry Organizer - Gray,Organizers,2025-11,12,22.4,"ARIMA(1,1,1)",12.4
S02-TOILOR-GRAY,Travel Toiletry Organizer - Gray,Organizers,2025-12,19,10.4,"ARIMA(1,1,1)",15.7
S02-TOILOR-NAVY,Travel Toiletry Organizer - Navy,Organizers,2025-07,9,8.3,"ARIMA(1,1,1)",12.8
S02-TOILOR-NAVY,Travel Toiletry Organizer - Navy,Organizers,2025-08,14,2.9,"ARIMA(1,1,1)",16.7
S02-TOILOR-NAVY,Travel Toiletry Organizer - Navy,Organizers,2025-09,26,4.2,"ARIMA(1,1,1)",31.3
S02-TOILOR-NAVY,Travel Toiletry Organizer - Navy,Organizers,2025-10,16,11.7,"ARIMA(1,1,1)",17.3
S02-TOILOR-NAVY,Travel Toiletry Organizer - Navy,Organizers,2025-11,6,9.2,"ARIMA(1,1,1)",7.8
S02-TOILOR-NAVY,Travel Toiletry Organizer - Navy,Organizers,2025-12,21,2.8,"ARIMA(1,1,1)",24.1
S02-TOILOR-NAVY,Travel Toiletry Organizer - Navy,Organizers,2026-01,3,8.9,"ARIMA(1,1,1)",9.0
S02-TOILOR-PURP,Travel Toiletry Organizer - Purple,Organizers,2025-07,2,8.1,"ARIMA(1,1,1)",1.8
S02-TOILOR-PURP,Travel Toiletry Organizer - Purple,Organizers,2025-09,1,2.0,"ARIMA(1,1,1)",0.2
S02-TOILOR-PURP,Travel Toiletry Organizer - Purple,Organizers,2025-10,3,1.0,"ARIMA(1,1,1)",2.0
S02-TOILOR-PURP,Travel Toiletry Organizer - Purple,Organizers,2025-12,2,3.0,"ARIMA(1,1,1)",1.5
S02-TOILOR-PURP,Travel Toiletry Organizer - Purple,Organizers,2026-01,5,1.9,"ARIMA(1,1,1)",7.1
S02-TOILOR-RPNK,Travel Toiletry Organizer - Rose Pink,Organizers,2025-07,2,1.3,SMA(3),2.2
S02-TOILOR-RPNK,Travel Toiletry Organizer - Rose Pink,Organizers,2025-10,3,1.7,SMA(3),3.1
S02-TOILOR-RPNK,Travel Toiletry Organizer - Rose Pink,Organizers,2025-11,2,2.0,SMA(3),1.5
S02-TOILOR-RPNK,Travel Toiletry Organizer - Rose Pink,Organizers,2025-12,3,2.3,SMA(3),3.1
S02-TOILOR-SKYB,Travel Toiletry Organizer - Sky Blue,Organizers,2025-07,4,1.7,SMA(3),3.5
S02-TOILOR-SKYB,Travel Toiletry Organizer - Sky Blue,Organizers,2025-09,1,2.7,SMA(3),1.0
S02-TOILOR-SKYB,Travel Toiletry Organizer - Sky Blue,Organizers,2025-10,1,2.7,SMA(3),1.2
S02-TOILOR-SKYB,Travel Toiletry Organizer - Sky Blue,Organizers,2025-11,1,2.0,SMA(3),0.7
S02-TOILOR-SKYB,Travel Toiletry Organizer - Sky Blue,Organizers,2025-12,11,1.0,SMA(3),9.7
S02-TOILOR-WINE,Travel Toiletry Organizer - Wine,Organizers,2025-07,5,1.7,"ARIMA(1,1,1)",6.6
S02-TOILOR-WINE,Travel Toiletry Organizer - Wine,Organizers,2025-08,4,3.1,"ARIMA(1,1,1)",4.2
S02-TOILOR-WINE,Travel Toiletry Organizer - Wine,Organizers,2025-09,5,3.2,"ARIMA(1,1,1)",6.0
S02-TOILOR-WINE,Travel Toiletry Organizer - Wine,Organizers,2025-10,8,3.8,"ARIMA(1,1,1)",9.4
S02-TOILOR-WINE,Travel Toiletry Organizer - Wine,Organizers,2025-11,15,5.8,"ARIMA(1,1,1)",14.9
S02-TOILOR-WINE,Travel Toiletry Organizer - Wine,Organizers,2025-12,9,10.8,"ARIMA(1,1,1)",7.7
S02-TOILOR-WINE,Travel Toiletry Organizer - Wine,Organizers,2026-01,5,9.7,"ARIMA(1,1,1)",6.2
S02-VACBTR-HPMP,Vacuum Bags Transparent - Hand Pump,Travel,2025-08,1,1.0,"ARIMA(1,1,1)",1.0
S02-VACBTR-HPMP,Vacuum Bags Transparent - Hand Pump,Travel,2025-09,2,0.5,"ARIMA(1,1,1)",2.0
S02-VACBTR-HPMP,Vacuum Bags Transparent - Hand Pump,Travel,2025-11,1,0.6,"ARIMA(1,1,1)",1.0
S02-VACBTR-HPMP,Vacuum Bags Transparent - Hand Pump,Travel,2026-01,1,0.1,"ARIMA(1,1,1)",1.3
S02-VACBTR-TR57,Vacuum Bags Transparent - 50x70cm,Travel,2025-08,2,0.0,"ARIMA(1,1,1)",3.4
S02-VACBTR-TR57,Vacuum Bags Transparent - 50x70cm,Travel,2025-09,1,2.4,"ARIMA(1,1,1)",0.9
S02-VACBTR-TR57,Vacuum Bags Transparent - 50x70cm,Travel,2025-10,11,1.5,"ARIMA(1,1,1)",8.3
S02-VACBTR-TR57,Vacuum Bags Transparent - 50x70cm,Travel,2025-11,6,0.0,"ARIMA(1,1,1)",6.0
S02-VACBTR-TR68,Vacuum Bags Transparent - 60x80cm,Travel,2025-08,1,2.1,"ARIMA(1,1,1)",1.1
S02-VACBTR-TR68,Vacuum Bags Transparent - 60x80cm,Travel,2025-09,4,1.5,"ARIMA(1,1,1)",3.7
S02-VACBTR-TR68,Vacuum Bags Transparent - 60x80cm,Travel,2025-10,5,1.1,"ARIMA(1,1,1)",4.9
S02-VACBTR-TR68,Vacuum Bags Transparent - 60x80cm,Travel,2025-11,5,1.2,"ARIMA(1,1,1)",5.3
S02-VACBTR-TR68,Vacuum Bags Transparent - 60x80cm,Travel,2025-12,1,1.7,"ARIMA(1,1,1)",1.2
S02-VACBTR-TR68,Vacuum Bags Transparent - 60x80cm,Travel,2026-01,1,1.8,"ARIMA(1,1,1)",1.3
S02-VACBTR-TR7H,Vacuum Bags Transparent - 70x100cm,Travel,2025-08,1,3.2,"ARIMA(1,1,1)",1.1
S02-VACBTR-TR7H,Vacuum Bags Transparent - 70x100cm,Travel,2025-09,5,1.9,"ARIMA(1,1,1)",5.2
S02-VACBTR-TR7H,Vacuum Bags Transparent - 70x100cm,Travel,2025-10,1,3.2,"ARIMA(1,1,1)",1.1
S02-VACBTR-TR7H,Vacuum Bags Transparent - 70x100cm,Travel,2025-11,7,1.7,"ARIMA(1,1,1)",6.5
S03-FOLDFL-LAPR,Foldable File Organizer - Large Apricot,Organizers,2025-07,1,1.2,"ARIMA(1,1,1)",0.6
S03-FOLDFL-LAPR,Foldable File Organizer - Large Apricot,Organizers,2025-08,20,0.1,"ARIMA(1,1,1)",17.5
S03-FOLDFL-LAPR,Foldable File Organizer - Large Apricot,Organizers,2025-09,5,2.4,"ARIMA(1,1,1)",6.7
S03-FOLDFL-LAPR,Foldable File Organizer - Large Apricot,Organizers,2025-10,2,1.1,"ARIMA(1,1,1)",1.0
S03-FOLDFL-LAPR,Foldable File Organizer - Large Apricot,Organizers,2025-11,3,0.2,"ARIMA(1,1,1)",3.0
S03-FOLDFL-LAPR,Foldable File Organizer - Large Apricot,Organizers,2025-12,1,0.0,"ARIMA(1,1,1)",0.6
S03-FOLDFL-LAPR,Foldable File Organizer - Large Apricot,Organizers,2026-01,9,0.0,"ARIMA(1,1,1)",11.3
S03-FOLDFL-LBLK,Foldable File Organizer - Large Black,Organizers,2025-08,14,0.0,"ARIMA(1,1,1)",16.2
S03-FOLDFL-LBLK,Foldable File Organizer - Large Black,Organizers,2025-09,8,0.0,"ARIMA(1,1,1)",8.2
S03-FOLDFL-LBLK,Foldable File Organizer - Large Black,Organizers,2025-10,9,0.0,"ARIMA(1,1,1)",9.6
S03-FOLDFL-LBLK,Foldable File Organizer - Large Black,Organizers,2025-11,5,0.0,"ARIMA(1,1,1)",4.7
S03-FOLDFL-LBLK,Foldable File Organizer - Large Black,Organizers,2025-12,1,0.0,"ARIMA(1,1,1)",0.4
S03-FOLDFL-LBLK,Foldable File Organizer - Large Black,Organizers,2026-01,12,0.0,"ARIMA(1,1,1)",15.7
S03-HKCHAT-BLCK,Hat Hook - Black,Home & Living,2025-07,2,1.3,"ARIMA(1,1,1)",2.1
S03-HKCHAT-BLCK,Hat Hook - Black,Home & Living,2025-08,1,1.8,"ARIMA(1,1,1)",1.1
S03-HKCHAT-BLCK,Hat Hook - Black,Home & Living,2025-10,1,1.2,"ARIMA(1,1,1)",0.2
S03-WREPRP-ELMO,Wire Protector - Elmo,Electronics,2025-07,2,1.0,SMA(3),2.2
S03-WREPRP-ELMO,Wire Protector - Elmo,Electronics,2025-11,2,1.3,SMA(3),2.0
S03-WREPRP-ELMO,Wire Protector - Elmo,Electronics,2025-12,8,1.7,SMA(3),7.4
S03-WREPRP-ELMO,Wire Protector - Elmo,Electronics,2026-01,4,4.0,SMA(3),3.5
S03-WREPRP-PEPS,Wire Protector - Pepsi,Electronics,2025-11,1,1.0,SMA(3),0.8
S03-WREPRP-PEPS,Wire Protector - Pepsi,Electronics,2025-12,2,1.0,SMA(3),1.9
S03-WREPRP-PEPS,Wire Protector - Pepsi,Electronics,2026-01,3,1.3,SMA(3),2.8
S03-WREPRP-PGLT,Wire Protector - Piglet,Electronics,2025-10,1,12.0,SMA(3),0.2
S03-WREPRP-PGLT,Wire Protector - Piglet,Electronics,2025-11,5,5.3,SMA(3),5.2
S03-WREPRP-PGLT,Wire Protector - Piglet,Electronics,2025-12,5,2.7,SMA(3),4.9
S03-WREPRP-PGLT,Wire Protector - Piglet,Electronics,2026-01,1,3.7,SMA(3),0.9
S03-WREPRP-STBB,Wire Protector - Starbucks Brown,Electronics,2025-10,1,12.3,SMA(3),0.5
S03-WREPRP-STBB,Wire Protector - Starbucks Brown,Electronics,2025-11,3,10.7,SMA(3),3.2
S03-WREPRP-STBB,Wire Protector - Starbucks Brown,Electronics,2025-12,5,3.0,SMA(3),5.1
S03-WREPRP-STBB,Wire Protector - Starbucks Brown,Electronics,2026-01,8,3.0,SMA(3),6.4
S03-WREPRP-STCH,Wire Protector - Stitch,Electronics,2025-09,1,1.7,SMA(3),0.8
S03-WREPRP-STCH,Wire Protector - Stitch,Electronics,2025-10,1,1.0,SMA(3),1.0
S03-WREPRP-STCH,Wire Protector - Stitch,Electronics,2025-11,5,1.0,SMA(3),5.1
S03-WREPRP-STCH,Wire Protector - Stitch,Electronics,2025-12,6,2.3,SMA(3),4.9
S03-WREPRP-STCH,Wire Protector - Stitch,Electronics,2026-01,1,4.0,SMA(3),1.2
S04-WBKEND-0RND,Wooden Bookend - No Print Round Corner,Home & Living,2025-07,2,21.1,"ARIMA(1,1,1)",2.7
S04-WBKEND-0RND,Wooden Bookend - No Print Round Corner,Home & Living,2025-08,15,0.0,"ARIMA(1,1,1)",20.1
S04-WBKEND-0RND,Wooden Bookend - No Print Round Corner,Home & Living,2025-09,42,15.8,"ARIMA(1,1,1)",46.2
S04-WBKEND-0RND,Wooden Bookend - No Print Round Corner,Home & Living,2025-10,13,43.2,"ARIMA(1,1,1)",15.5
S04-WBKEND-0RND,Wooden Bookend - No Print Round Corner,Home & Living,2025-11,5,5.9,"ARIMA(1,1,1)",2.4
S04-WBKEND-0RND,Wooden Bookend - No Print Round Corner,Home & Living,2025-12,4,4.1,"ARIMA(1,1,1)",7.2
S04-WBKEND-0RND,Wooden Bookend - No Print Round Corner,Home & Living,2026-01,19,0.9,"ARIMA(1,1,1)",17.2
S04-WBKEND-0SQR,Wooden Bookend - No Print Square Corner,Home & Living,2025-07,8,4.2,"ARIMA(1,1,1)",7.2
S04-WBKEND-0SQR,Wooden Bookend - No Print Square Corner,Home & Living,2025-08,8,0.0,"ARIMA(1,1,1)",8.5
S04-WBKEND-0SQR,Wooden Bookend - No Print Square Corner,Home & Living,2025-09,19,0.0,"ARIMA(1,1,1)",26.5
S04-WBKEND-0SQR,Wooden Bookend - No Print Square Corner,Home & Living,2025-10,22,5.9,"ARIMA(1,1,1)",23.7
S04-WBKEND-0SQR,Wooden Bookend - No Print Square Corner,Home & Living,2025-11,10,8.5,"ARIMA(1,1,1)",9.7
S04-WBKEND-0SQR,Wooden Bookend - No Print Square Corner,Home & Living,2025-12,12,1.7,"ARIMA(1,1,1)",10.3
S04-WBKEND-0SQR,Wooden Bookend - No Print Square Corner,Home & Living,2026-01,51,2.9,"ARIMA(1,1,1)",49.2
S04-WREPRP-CHAR,Wire Protector - Charmander,Electronics,2025-09,1,2.7,SMA(3),1.0
S04-WREPRP-DORE,Wire Protector - Doraemon,Electronics,2025-07,1,2.0,SMA(3),1.0
S04-WREPRP-SHCH,Wire Protector - Shin Chan,Electronics,2025-08,1,2.3,SMA(3),1.0
S04-WREPRP-SPBB,Wire Protector - Spongebob,Electronics,2025-12,7,4.0,SMA(3),7.1
S04-WREPRP-SPBB,Wire Protector - Spongebob,Electronics,2026-01,1,5.0,SMA(3),0.9
S05-RFIDWL-BLCK,RFID Card Wallet - Black,Wallets & Cases,2025-07,2,3.1,"ARIMA(1,1,1)",1.4
S05-RFIDWL-BLCK,RFID Card Wallet - Black,Wallets & Cases,2025-08,9,1.5,"ARIMA(1,1,1)",7.6
S05-RFIDWL-BLCK,RFID Card Wallet - Black,Wallets & Cases,2025-09,34,3.4,"ARIMA(1,1,1)",31.1
S05-RFIDWL-BLCK,RFID Card Wallet - Black,Wallets & Cases,2025-10,12,13.3,"ARIMA(1,1,1)",12.4
S05-RFIDWL-BLCK,RFID Card Wallet - Black,Wallets & Cases,2025-11,37,11.4,"ARIMA(1,1,1)",34.6
S05-RFIDWL-BLCK,RFID Card Wallet - Black,Wallets & Cases,2026-01,8,16.2,"ARIMA(1,1,1)",7.9
S05-RFIDWL-BLUE,RFID Card Wallet - Blue,Wallets & Cases,2025-07,4,6.5,"ARIMA(1,1,1)",3.9
S05-RFIDWL-BLUE,RFID Card Wallet - Blue,Wallets & Cases,2025-08,1,6.3,"ARIMA(1,1,1)",1.2
S05-RFIDWL-BLUE,RFID Card Wallet - Blue,Wallets & Cases,2025-09,7,5.6,"ARIMA(1,1,1)",7.9
S05-RFIDWL-BLUE,RFID Card Wallet - Blue,Wallets & Cases,2025-10,31,6.0,"ARIMA(1,1,1)",29.0
S05-RFIDWL-BLUE,RFID Card Wallet - Blue,Wallets & Cases,2025-11,22,10.3,"ARIMA(1,1,1)",20.1
S05-RFIDWL-BLUE,RFID Card Wallet - Blue,Wallets & Cases,2025-12,21,13.3,"ARIMA(1,1,1)",19.2
S05-RFIDWL-GRAY,RFID Card Wallet - Gray,Wallets & Cases,2025-07,3,1.3,"ARIMA(1,1,1)",3.7
S05-RFIDWL-GRAY,RFID Card Wallet - Gray,Wallets & Cases,2025-08,9,5.6,"ARIMA(1,1,1)",7.6
S05-RFIDWL-GRAY,RFID Card Wallet - Gray,Wallets & Cases,2025-09,6,8.9,"ARIMA(1,1,1)",4.9
S05-RFIDWL-GRAY,RFID Card Wallet - Gray,Wallets & Cases,2025-10,7,7.0,"ARIMA(1,1,1)",7.1
S05-RFIDWL-GRAY,RFID Card Wallet - Gray,Wallets & Cases,2025-11,69,7.3,"ARIMA(1,1,1)",67.1
S05-RFIDWL-GRAY,RFID Card Wallet - Gray,Wallets & Cases,2025-12,1,43.9,"ARIMA(1,1,1)",3.7
S05-RFIDWL-GRAY,RFID Card Wallet - Gray,Wallets & Cases,2026-01,6,9.1,"ARIMA(1,1,1)",13.2
S05-RFIDWL-REDD,RFID Card Wallet - Red,Wallets & Cases,2025-07,4,2.3,"ARIMA(1,1,1)",3.7
S05-RFIDWL-REDD,RFID Card Wallet - Red,Wallets & Cases,2025-08,3,2.7,"ARIMA(1,1,1)",2.9
S05-RFIDWL-REDD,RFID Card Wallet - Red,Wallets & Cases,2025-09,8,2.7,"ARIMA(1,1,1)",7.3
S05-RFIDWL-REDD,RFID Card Wallet - Red,Wallets & Cases,2025-10,14,4.4,"ARIMA(1,1,1)",11.8
S05-RFIDWL-REDD,RFID Card Wallet - Red,Wallets & Cases,2025-11,18,7.9,"ARIMA(1,1,1)",17.1
S05-RFIDWL-REDD,RFID Card Wallet - Red,Wallets & Cases,2025-12,17,13.4,"ARIMA(1,1,1)",16.7
S05-RFIDWL-RGLD,RFID Card Wallet - Rose Gold,Wallets & Cases,2025-07,3,6.4,"ARIMA(1,1,1)",3.3
S05-RFIDWL-RGLD,RFID Card Wallet - Rose Gold,Wallets & Cases,2025-08,8,5.4,"ARIMA(1,1,1)",7.2
S05-RFIDWL-RGLD,RFID Card Wallet - Rose Gold,Wallets & Cases,2025-09,8,8.2,"ARIMA(1,1,1)",7.9
S05-RFIDWL-RGLD,RFID Card Wallet - Rose Gold,Wallets & Cases,2025-10,9,8.1,"ARIMA(1,1,1)",9.4
S05-RFIDWL-RGLD,RFID Card Wallet - Rose Gold,Wallets & Cases,2025-11,29,8.7,"ARIMA(1,1,1)",29.9
S05-RFIDWL-RGLD,RFID Card Wallet - Rose Gold,Wallets & Cases,2025-12,12,21.0,"ARIMA(1,1,1)",11.8
S05-RFIDWL-RGLD,RFID Card Wallet - Rose Gold,Wallets & Cases,2026-01,9,11.2,"ARIMA(1,1,1)",9.3
S05-RFIDWL-SLVR,RFID Card Wallet - Silver,Wallets & Cases,2025-08,3,4.7,"ARIMA(1,1,1)",2.3
S05-RFIDWL-SLVR,RFID Card Wallet - Silver,Wallets & Cases,2025-09,12,3.6,"ARIMA(1,1,1)",12.3
S05-RFIDWL-SLVR,RFID Card Wallet - Silver,Wallets & Cases,2025-10,29,5.4,"ARIMA(1,1,1)",28.4
S05-RFIDWL-SLVR,RFID Card Wallet - Silver,Wallets & Cases,2025-11,33,17.4,"ARIMA(1,1,1)",29.4
S05-RFIDWL-SLVR,RFID Card Wallet - Silver,Wallets & Cases,2025-12,16,27.0,"ARIMA(1,1,1)",15.4
S06-LDHAMP-LBDN,Laundry Hamper - Large Blue Dinosaur,Organizers,2025-07,6,6.0,"ARIMA(1,1,1)",5.2
S06-LDHAMP-LBDN,Laundry Hamper - Large Blue Dinosaur,Organizers,2025-08,11,4.7,"ARIMA(1,1,1)",10.6
S06-LDHAMP-LBDN,Laundry Hamper - Large Blue Dinosaur,Organizers,2025-09,3,7.1,"ARIMA(1,1,1)",7.8
S06-LDHAMP-LBDN,Laundry Hamper - Large Blue Dinosaur,Organizers,2025-10,9,3.7,"ARIMA(1,1,1)",9.9
S06-LDHAMP-LBDN,Laundry Hamper - Large Blue Dinosaur,Organizers,2025-11,5,5.4,"ARIMA(1,1,1)",5.4
S06-LDHAMP-LBDN,Laundry Hamper - Large Blue Dinosaur,Organizers,2025-12,4,4.2,"ARIMA(1,1,1)",9.3
S06-LDHAMP-LBDN,Laundry Hamper - Large Blue Dinosaur,Organizers,2026-01,10,3.0,"ARIMA(1,1,1)",20.3
S06-LDHAMP-LELE,Laundry Hamper - Large Elephant,Organizers,2025-07,5,1.5,"ARIMA(1,1,1)",4.4
S06-LDHAMP-LELE,Laundry Hamper - Large Elephant,Organizers,2025-08,1,1.9,"ARIMA(1,1,1)",1.3
S06-LDHAMP-LELE,Laundry Hamper - Large Elephant,Organizers,2025-09,3,1.8,"ARIMA(1,1,1)",2.7
S06-LDHAMP-LELE,Laundry Hamper - Large Elephant,Organizers,2025-10,5,1.1,"ARIMA(1,1,1)",4.5
S06-LDHAMP-LELE,Laundry Hamper - Large Elephant,Organizers,2025-11,1,1.7,"ARIMA(1,1,1)",1.3
S06-LDHAMP-LELE,Laundry Hamper - Large Elephant,Organizers,2026-01,4,1.8,"ARIMA(1,1,1)",15.6
S06-LDHAMP-LHPP,Laundry Hamper - Large Hippo,Organizers,2025-07,1,7.8,"ARIMA(1,1,1)",0.3
S06-LDHAMP-LHPP,Laundry Hamper - Large Hippo,Organizers,2025-08,6,4.3,"ARIMA(1,1,1)",6.8
S06-LDHAMP-LHPP,Laundry Hamper - Large Hippo,Organizers,2025-09,3,3.7,"ARIMA(1,1,1)",2.7
S06-LDHAMP-LHPP,Laundry Hamper - Large Hippo,Organizers,2025-10,4,3.2,"ARIMA(1,1,1)",4.8
S06-LDHAMP-LHPP,Laundry Hamper - Large Hippo,Organizers,2025-11,5,2.7,"ARIMA(1,1,1)",6.0
S06-LDHAMP-LHPP,Laundry Hamper - Large Hippo,Organizers,2025-12,3,2.6,"ARIMA(1,1,1)",7.5
S06-LDHAMP-LHPP,Laundry Hamper - Large Hippo,Organizers,2026-01,3,2.3,"ARIMA(1,1,1)",14.9
S06-LDHAMP-LLCW,Laundry Hamper - Large Lion Crown,Organizers,2025-07,4,4.7,"ARIMA(1,1,1)",3.6
S06-LDHAMP-LLCW,Laundry Hamper - Large Lion Crown,Organizers,2025-08,6,3.1,"ARIMA(1,1,1)",8.9
S06-LDHAMP-LLCW,Laundry Hamper - Large Lion Crown,Organizers,2025-09,3,2.9,"ARIMA(1,1,1)",3.4
S06-LDHAMP-LLCW,Laundry Hamper - Large Lion Crown,Organizers,2025-10,6,2.0,"ARIMA(1,1,1)",6.7
S06-LDHAMP-LLCW,Laundry Hamper - Large Lion Crown,Organizers,2025-11,4,2.3,"ARIMA(1,1,1)",10.7
S06-LDHAMP-LLCW,Laundry Hamper - Large Lion Crown,Organizers,2025-12,2,2.2,"ARIMA(1,1,1)",2.2
S06-LDHAMP-LLCW,Laundry Hamper - Large Lion Crown,Organizers,2026-01,5,1.1,"ARIMA(1,1,1)",10.4
S06-LDHAMP-LPEN,Laundry Hamper - Large Penguin,Organizers,2025-07,1,4.6,"ARIMA(1,1,1)",0.8
S06-LDHAMP-LPEN,Laundry Hamper - Large Penguin,Organizers,2025-08,4,2.5,"ARIMA(1,1,1)",3.8
S06-LDHAMP-LPEN,Laundry Hamper - Large Penguin,Organizers,2025-09,4,2.5,"ARIMA(1,1,1)",3.6
S06-LDHAMP-LPEN,Laundry Hamper - Large Penguin,Organizers,2025-10,5,2.7,"ARIMA(1,1,1)",5.0
S06-LDHAMP-LPEN,Laundry Hamper - Large Penguin,Organizers,2025-11,6,3.2,"ARIMA(1,1,1)",12.4
S06-LDHAMP-LPEN,Laundry Hamper - Large Penguin,Organizers,2025-12,5,4.0,"ARIMA(1,1,1)",4.0
S06-LDHAMP-LPEN,Laundry Hamper - Large Penguin,Organizers,2026-01,3,4.1,"ARIMA(1,1,1)",14.6
S06-LDHAMP-LPNP,Laundry Hamper - Large Pineapple,Organizers,2025-07,4,2.4,"ARIMA(1,1,1)",3.7
S06-LDHAMP-LPNP,Laundry Hamper - Large Pineapple,Organizers,2025-08,6,2.5,"ARIMA(1,1,1)",5.9
S06-LDHAMP-LPNP,Laundry Hamper - Large Pineapple,Organizers,2025-09,1,3.3,"ARIMA(1,1,1)",1.4
S06-LDHAMP-LPNP,Laundry Hamper - Large Pineapple,Organizers,2025-10,3,1.8,"ARIMA(1,1,1)",2.8
S06-LDHAMP-LPNP,Laundry Hamper - Large Pineapple,Organizers,2025-11,3,2.1,"ARIMA(1,1,1)",2.8
S06-LDHAMP-LPNP,Laundry Hamper - Large Pineapple,Organizers,2025-12,2,2.0,"ARIMA(1,1,1)",2.0
S06-WBKEND-NRND,Wooden Bookend - Nature Round Corner,Home & Living,2025-07,1,0.9,"ARIMA(1,1,1)",0.8
